##############################################
# Interactions between tree and fungal species
# Last row and column contain the sum of each
##############################################
;ABIEALB;ABIEGRA;ABIENOR;ACERGRA;ACERPET;ALNUGLU;BETUSPP;CARPBET;CASTSAT;CEDRATL;CUPRSEM;FAGUSIL;FRAXSPP;JUGLSPP;LARIDEC;LARIKAE;PICEEXC;PICESIT;PINUBRU;PINUCEM;PINUHAL;PINULAR;PINUNIG;PINUPINA;PINUPINE;PINURAD;PINUSTR;PINUSYL;PINUTAE;PINUUNC;PLATHYB;POPUCUL;POPUTRE;PRUNAVI;PSEUMEN;QUERILE;QUERPAT;QUERPUB;QUERPYR;QUERROB;QUERRUB;QUERSUB;SORBARI;SORBAUC;SORBDOM;SORBTOR;TAXABAC;THUJPLI;TILISPP;TSUGHET;ULMUSPP;NB_INTER_C
ABIEALB;0;1;1;5;5;5;5;5;5;2;3;5;5;5;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;2;5;5;5;5;5;5;5;5;5;5;5;3;3;5;2;5
ABIEGRA;1;0;1;5;5;5;5;5;5;2;3;5;5;5;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;2;5;5;5;5;5;5;5;5;5;5;5;3;3;5;2;5
ABIENOR;1;1;0;5;5;5;5;5;5;2;3;5;5;5;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;2;5;5;5;5;5;5;5;5;5;5;5;3;3;5;2;5
ACERGRA;5;5;5;0;1;4;4;4;4;5;5;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;5;4;4;4;4;4;4;4;4;4;4;4;5;5;4;5;4
ACERPET;5;5;5;1;0;4;4;4;4;5;5;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;5;4;4;4;4;4;4;4;4;4;4;4;5;5;4;5;4
ALNUGLU;5;5;5;4;4;0;2;2;3;5;5;3;4;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;5;3;3;3;3;3;3;3;4;4;4;4;5;5;4;5;4
BETUSPP;5;5;5;4;4;2;0;2;3;5;5;3;4;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;5;3;3;3;3;3;3;3;4;4;4;4;5;5;4;5;4
CARPBET;5;5;5;4;4;2;2;0;3;5;5;3;4;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;5;3;3;3;3;3;3;3;4;4;4;4;5;5;4;5;4
CASTSAT;5;5;5;4;4;3;3;3;0;5;5;2;4;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;5;2;2;2;2;2;2;2;4;4;4;4;5;5;4;5;4
CEDRATL;2;2;2;5;5;5;5;5;5;0;3;5;5;5;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;2;5;5;5;5;5;5;5;5;5;5;5;3;3;5;2;5
CUPRSEM;3;3;3;5;5;5;5;5;5;3;0;5;5;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;5;5;5;3;5;5;5;5;5;5;5;5;5;5;5;3;2;5;3;5
FAGUSIL;5;5;5;4;4;3;3;3;2;5;5;0;4;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;5;2;2;2;2;2;2;2;4;4;4;4;5;5;4;5;4
FRAXSPP;5;5;5;4;4;4;4;4;4;5;5;4;0;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;5;4;4;4;4;4;4;4;4;4;4;4;5;5;4;5;4
JUGLSPP;5;5;5;4;4;3;3;3;3;5;5;3;4;0;5;5;5;5;5;5;5;5;0;5;5;5;5;5;5;5;4;4;4;4;5;3;3;3;3;3;3;3;4;4;4;4;5;5;4;5;4
LARIDEC;2;2;2;5;5;5;5;5;5;2;3;5;5;5;0;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;2;5;5;5;5;5;5;5;5;5;5;5;3;3;5;2;5
LARIKAE;2;2;2;5;5;5;5;5;5;2;3;5;5;5;1;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;2;5;5;5;5;5;5;5;5;5;5;5;3;3;5;2;5
PICEEXC;2;2;2;5;5;5;5;5;5;2;3;5;5;5;2;2;0;1;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;2;5;5;5;5;5;5;5;5;5;5;5;3;3;5;2;5
PICESIT;2;2;2;5;5;5;5;5;5;2;3;5;5;5;2;2;1;0;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;2;5;5;5;5;5;5;5;5;5;5;5;3;3;5;2;5
PINUBRU;2;2;2;5;5;5;5;5;5;2;3;5;5;5;2;2;2;2;0;1;1;1;1;1;1;1;1;1;1;1;5;5;5;5;2;5;5;5;5;5;5;5;5;5;5;5;3;3;5;2;5
PINUCEM;2;2;2;5;5;5;5;5;5;2;3;5;5;5;2;2;2;2;1;0;1;1;1;1;1;1;1;1;1;1;5;5;5;5;2;5;5;5;5;5;5;5;5;5;5;5;3;3;5;2;5
PINUHAL;2;2;2;5;5;5;5;5;5;2;3;5;5;5;2;2;2;2;1;1;0;1;1;1;1;1;1;1;1;1;5;5;5;5;2;5;5;5;5;5;5;5;5;5;5;5;3;3;5;2;5
PINULAR;2;2;2;5;5;5;5;5;5;2;3;5;5;5;2;2;2;2;1;1;1;0;1;1;1;1;1;1;1;1;5;5;5;5;2;5;5;5;5;5;5;5;5;5;5;5;3;3;5;2;5
PINUNIG;2;2;2;5;5;5;5;5;5;2;3;5;5;0;2;2;2;2;1;1;1;1;0;1;1;1;1;1;1;1;5;5;5;5;2;5;5;5;5;5;5;5;5;5;5;5;3;3;5;2;5
PINUPINA;2;2;2;5;5;5;5;5;5;2;3;5;5;5;2;2;2;2;1;1;1;1;1;0;1;1;1;1;1;1;5;5;5;5;2;5;5;5;5;5;5;5;5;5;5;5;3;3;5;2;5
PINUPINE;2;2;2;5;5;5;5;5;5;2;3;5;5;5;2;2;2;2;1;1;1;1;1;1;0;1;1;1;1;1;5;5;5;5;2;5;5;5;5;5;5;5;5;5;5;5;3;3;5;2;5
PINURAD;2;2;2;5;5;5;5;5;5;2;3;5;5;5;2;2;2;2;1;1;1;1;1;1;1;0;1;1;1;1;5;5;5;5;2;5;5;5;5;5;5;5;5;5;5;5;3;3;5;2;5
PINUSTR;2;2;2;5;5;5;5;5;5;2;3;5;5;5;2;2;2;2;1;1;1;1;1;1;1;1;0;1;1;1;5;5;5;5;2;5;5;5;5;5;5;5;5;5;5;5;3;3;5;2;5
PINUSYL;2;2;2;5;5;5;5;5;5;2;3;5;5;5;2;2;2;2;1;1;1;1;1;1;1;1;1;0;1;1;5;5;5;5;2;5;5;5;5;5;5;5;5;5;5;5;3;3;5;2;5
PINUTAE;2;2;2;5;5;5;5;5;5;2;3;5;5;5;2;2;2;2;1;1;1;1;1;1;1;1;1;1;0;1;5;5;5;5;2;5;5;5;5;5;5;5;5;5;5;5;3;3;5;2;5
PINUUNC;2;2;2;5;5;5;5;5;5;2;3;5;5;5;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;0;5;5;5;5;2;5;5;5;5;5;5;5;5;5;5;5;3;3;5;2;5
PLATHYB;5;5;5;4;4;4;4;4;4;5;5;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;0;4;4;4;5;4;4;4;4;4;4;4;4;4;4;4;5;5;4;5;4
POPUCUL;5;5;5;4;4;4;4;4;4;5;5;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;0;1;4;5;4;4;4;4;4;4;4;4;4;4;4;5;5;4;5;4
POPUTRE;5;5;5;4;4;4;4;4;4;5;5;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;1;0;4;5;4;4;4;4;4;4;4;4;4;4;4;5;5;4;5;4
PRUNAVI;5;5;5;4;4;4;4;4;4;5;5;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;0;5;4;4;4;4;4;4;4;2;2;2;2;5;5;4;5;3
PSEUMEN;2;2;2;5;5;5;5;5;5;2;3;5;5;5;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;0;5;5;5;5;5;5;5;5;5;5;5;3;3;5;2;5
QUERILE;5;5;5;4;4;3;3;3;2;5;5;2;4;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;5;0;1;1;1;1;1;1;4;4;4;4;5;5;4;5;4
QUERPAT;5;5;5;4;4;3;3;3;2;5;5;2;4;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;5;1;0;1;1;1;1;1;4;4;4;4;5;5;4;5;4
QUERPUB;5;5;5;4;4;3;3;3;2;5;5;2;4;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;5;1;1;0;1;1;1;1;4;4;4;4;5;5;4;5;4
QUERPYR;5;5;5;4;4;3;3;3;2;5;5;2;4;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;5;1;1;1;0;1;1;1;4;4;4;4;5;5;4;5;4
QUERROB;5;5;5;4;4;3;3;3;2;5;5;2;4;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;5;1;1;1;1;0;1;1;4;4;4;4;5;5;4;5;4
QUERRUB;5;5;5;4;4;3;3;3;2;5;5;2;4;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;5;1;1;1;1;1;0;1;4;4;4;4;5;5;4;5;4
QUERSUB;5;5;5;4;4;3;3;3;2;5;5;2;4;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;5;1;1;1;1;1;1;0;4;4;4;4;5;5;4;5;4
SORBARI;5;5;5;4;4;4;4;4;4;5;5;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;2;5;4;4;4;4;4;4;4;0;1;1;1;5;5;4;5;3
SORBAUC;5;5;5;4;4;4;4;4;4;5;5;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;2;5;4;4;4;4;4;4;4;1;0;1;1;5;5;4;5;3
SORBDOM;5;5;5;4;4;4;4;4;4;5;5;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;2;5;4;4;4;4;4;4;4;1;1;0;1;5;5;4;5;3
SORBTOR;5;5;5;4;4;4;4;4;4;5;5;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;2;5;4;4;4;4;4;4;4;1;1;1;0;5;5;4;5;3
TAXABAC;3;3;3;5;5;5;5;5;5;3;3;5;5;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;5;5;5;3;5;5;5;5;5;5;5;5;5;5;5;0;3;5;3;5
THUJPLI;3;3;3;5;5;5;5;5;5;3;2;5;5;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;5;5;5;3;5;5;5;5;5;5;5;5;5;5;5;3;0;5;3;5
TILISPP;5;5;5;4;4;4;4;4;4;5;5;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;5;4;4;4;4;4;4;4;4;4;4;4;5;5;0;5;4
TSUGHET;2;2;2;5;5;5;5;5;5;2;3;5;5;5;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;2;5;5;5;5;5;5;5;5;5;5;5;3;3;5;0;5
ULMUSPP;5;5;5;4;4;4;4;4;4;5;5;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;3;5;4;4;4;4;4;4;4;3;3;3;3;5;5;4;5;0

############################################
# Taxonomic distance between fungal species
############################################
;AMPHLEI;APIOERR;APIOVEN;ARMICEP;ARMIGAL;ARMIMEL;ARMIOST;ASTETIL;BISCMED;BJERADU;BLUMJAA;BOTRCIN;BOTRDOT;BOTRSTE;CALIPIN;CENAFER;CERAIPS;CERAMIN;CERAPLA;CHONPUR;CHRYABI;CHRYLED;COLETUS;COLPQUE;CRISDEP;CRONFLA;CRONQUE;CRONRIB;CRUMSOR;CRYPCAS;CRYPCOR;CRYPHYA;CRYPPAR;CRYPPOP;CYCLMIN;CYCLNIV;CYLIDID;DAEDCON;DELPABI;DICADRY;DISCCAS;DREPPUN;ENTOMAM;EUTYLAT;FISTHEP;FOMEFOM;FOMICYT;FOMIPIN;FUSAOXY;FUSIQUE;GANOADS;GANOAPP;GANORES;GNOMLEP;GREMABI;GYMNFUS;HAEMHAE;HERPJUN;HETEANN;HYPOFRA;LACHWIL;LAETSUL;LEPTLUN;LEPTPRO;LEUCPER;LIRUMAC;LIRUNER;LOPHCON;LOPHPIC;LOPHPIN;LOPHSED;MELAALL;MELACAR;MELALAR;MELAMOD;MELAPOP;MERIGIG;MICRALP;MICRJUG;MONOMON;MYCOCAS;MYCODEA;MYCOMIC;MYCOPIN;NECTCIN;NECTCOC;NECTDIT;NECTFUC;NECTVEU;NEONGAL;OPHIPIC;OPHISER;OPHIULM;OUDEMUC;OXYPPOP;PESTFUN;PEZICIN;PHACCON;PHAEGAE;PHAESCH;PHELCHR;PHELHAR;PHELIGN;PHELPIN;PHELROB;PHLOACE;PHOMJUN;PHOMQUE;PHYLACE;PHYLGUT;PLEUOST;PLEUPSE;PODOCLA;POLLRAD;POLYSQU;PSEUDRY;PUCCEPI;RHABPSE;RHIZKAL;RHIZMAC;RHIZOUD;RHIZUND;RHYTACE;ROSENEC;SARERES;SAWATUL;SCHICOM;SEIRCAR;SEPTPOD;SEPTQUE;SIROSTR;SPARCRI;SPHASAP;STEGPYR;STERHIR;STERSAN;STIGCAR;SYDOPOL;TAPHBET;TAPHCAE;TAPHCER;TAPHPOP;TITATRE;TRAMGIB;TRAMVER;TRUNHAR;VALSAMB;VALSKUN;VALSNIV;VALSSOR;VENTFRA;VENTINA;VERTDAH;ZYTHPIN
AMPHLEI;0;2;2;6;6;6;6;2;4;6;5;5;5;5;5;5;4;4;4;6;6;6;6;5;5;6;6;6;5;2;5;2;3;2;5;5;4;6;5;3;5;5;4;4;6;6;6;6;4;5;6;6;6;2;5;6;4;5;6;4;5;6;4;4;3;5;5;5;5;5;5;6;6;6;3;6;6;5;6;4;5;5;5;5;4;4;4;4;4;4;4;4;4;6;6;4;5;5;5;6;6;6;6;6;6;5;3;3;5;5;6;2;5;5;6;6;6;5;5;5;5;5;5;4;5;5;6;4;5;5;3;6;5;5;6;6;5;5;5;5;5;5;2;6;6;4;3;3;3;3;5;5;4;4
APIOERR;2;0;1;6;6;6;6;2;4;6;5;5;5;5;5;5;4;4;4;6;6;6;6;5;5;6;6;6;5;2;5;2;3;2;5;5;4;6;5;3;5;5;4;4;6;6;6;6;4;5;6;6;6;2;5;6;4;5;6;4;5;6;4;4;3;5;5;5;5;5;5;6;6;6;3;6;6;5;6;4;5;5;5;5;4;4;4;4;4;4;4;4;4;6;6;4;5;5;5;6;6;6;6;6;6;5;3;3;5;5;6;2;5;5;6;6;6;5;5;5;5;5;5;4;5;5;6;4;5;5;3;6;5;5;6;6;5;5;5;5;5;5;2;6;6;4;3;3;3;3;5;5;4;4
APIOVEN;2;1;0;6;6;6;6;2;4;6;5;5;5;5;5;5;4;4;4;6;6;6;6;5;5;6;6;6;5;2;5;2;3;2;5;5;4;6;5;3;5;5;4;4;6;6;6;6;4;5;6;6;6;2;5;6;4;5;6;4;5;6;4;4;3;5;5;5;5;5;5;6;6;6;3;6;6;5;6;4;5;5;5;5;4;4;4;4;4;4;4;4;4;6;6;4;5;5;5;6;6;6;6;6;6;5;3;3;5;5;6;2;5;5;6;6;6;5;5;5;5;5;5;4;5;5;6;4;5;5;3;6;5;5;6;6;5;5;5;5;5;5;2;6;6;4;3;3;3;3;5;5;4;4
ARMICEP;6;6;6;0;1;1;1;6;6;4;6;6;6;6;6;6;6;6;6;3;5;5;5;6;6;5;5;5;6;6;6;6;6;6;6;6;6;4;6;6;6;6;6;6;3;4;4;4;6;6;4;4;4;6;6;3;6;6;4;6;6;4;6;6;6;6;6;6;6;6;6;5;5;5;6;5;4;6;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;2;4;6;6;6;6;4;4;4;4;4;4;6;6;6;6;6;3;6;6;6;4;4;5;6;6;6;6;6;6;6;6;6;3;6;6;6;6;4;6;6;4;4;6;6;6;6;6;6;6;4;4;6;6;6;6;6;6;6;6;6
ARMIGAL;6;6;6;1;0;1;1;6;6;4;6;6;6;6;6;6;6;6;6;3;5;5;5;6;6;5;5;5;6;6;6;6;6;6;6;6;6;4;6;6;6;6;6;6;3;4;4;4;6;6;4;4;4;6;6;3;6;6;4;6;6;4;6;6;6;6;6;6;6;6;6;5;5;5;6;5;4;6;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;2;4;6;6;6;6;4;4;4;4;4;4;6;6;6;6;6;3;6;6;6;4;4;5;6;6;6;6;6;6;6;6;6;3;6;6;6;6;4;6;6;4;4;6;6;6;6;6;6;6;4;4;6;6;6;6;6;6;6;6;6
ARMIMEL;6;6;6;1;1;0;1;6;6;4;6;6;6;6;6;6;6;6;6;3;5;5;5;6;6;5;5;5;6;6;6;6;6;6;6;6;6;4;6;6;6;6;6;6;3;4;4;4;6;6;4;4;4;6;6;3;6;6;4;6;6;4;6;6;6;6;6;6;6;6;6;5;5;5;6;5;4;6;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;2;4;6;6;6;6;4;4;4;4;4;4;6;6;6;6;6;3;6;6;6;4;4;5;6;6;6;6;6;6;6;6;6;3;6;6;6;6;4;6;6;4;4;6;6;6;6;6;6;6;4;4;6;6;6;6;6;6;6;6;6
ARMIOST;6;6;6;1;1;1;0;6;6;4;6;6;6;6;6;6;6;6;6;3;5;5;5;6;6;5;5;5;6;6;6;6;6;6;6;6;6;4;6;6;6;6;6;6;3;4;4;4;6;6;4;4;4;6;6;3;6;6;4;6;6;4;6;6;6;6;6;6;6;6;6;5;5;5;6;5;4;6;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;2;4;6;6;6;6;4;4;4;4;4;4;6;6;6;6;6;3;6;6;6;4;4;5;6;6;6;6;6;6;6;6;6;3;6;6;6;6;4;6;6;4;4;6;6;6;6;6;6;6;4;4;6;6;6;6;6;6;6;6;6
ASTETIL;2;2;2;6;6;6;6;0;4;6;5;5;5;5;5;5;4;4;4;6;6;6;6;5;5;6;6;6;5;2;5;2;3;2;5;5;4;6;5;3;5;5;4;4;6;6;6;6;4;5;6;6;6;2;5;6;4;5;6;4;5;6;4;4;3;5;5;5;5;5;5;6;6;6;3;6;6;5;6;4;5;5;5;5;4;4;4;4;4;4;4;4;4;6;6;4;5;5;5;6;6;6;6;6;6;5;3;3;5;5;6;2;5;5;6;6;6;5;5;5;5;5;5;4;5;5;6;4;5;5;3;6;5;5;6;6;5;5;5;5;5;5;2;6;6;4;3;3;3;3;5;5;4;4
BISCMED;4;4;4;6;6;6;6;4;0;6;5;5;5;5;5;5;4;4;4;6;6;6;6;5;5;6;6;6;5;4;5;4;4;4;5;5;4;6;5;4;5;5;2;3;6;6;6;6;4;5;6;6;6;4;5;6;4;5;6;2;5;6;4;4;4;5;5;5;5;5;5;6;6;6;4;6;6;5;6;3;5;5;5;5;4;4;4;4;4;4;4;4;4;6;6;3;5;5;5;6;6;6;6;6;6;5;4;4;5;5;6;4;5;5;6;6;6;5;5;5;5;5;5;2;5;5;6;3;5;5;4;6;5;5;6;6;5;5;5;5;5;5;4;6;6;3;4;4;4;4;5;5;4;4
BJERADU;6;6;6;4;4;4;4;6;6;0;6;6;6;6;6;6;6;6;6;4;5;5;5;6;6;5;5;5;6;6;6;6;6;6;6;6;6;3;6;6;6;6;6;6;4;3;3;3;6;6;3;3;3;6;6;4;6;6;4;6;6;3;6;6;6;6;6;6;6;6;6;5;5;5;6;5;3;6;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;4;4;6;6;6;6;3;4;4;4;4;4;6;6;6;6;6;4;6;6;6;3;4;5;6;6;6;6;6;6;6;6;6;4;6;6;6;6;3;6;6;4;4;6;6;6;6;6;6;6;3;3;6;6;6;6;6;6;6;6;6
BLUMJAA;5;5;5;6;6;6;6;5;5;6;0;3;5;5;5;3;5;5;5;6;6;6;6;4;3;6;6;6;3;5;5;5;5;5;4;4;5;6;5;5;5;2;5;5;6;6;6;6;5;5;6;6;6;5;3;6;5;5;6;5;3;6;5;5;5;4;4;4;4;4;4;6;6;6;5;6;6;4;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;5;2;3;5;6;6;6;6;6;6;5;5;5;5;4;6;5;4;5;6;6;6;3;5;5;5;5;4;5;4;4;6;5;3;5;5;6;5;5;6;6;5;5;5;5;5;5;5;6;6;5;5;5;5;5;5;5;5;5
BOTRCIN;5;5;5;6;6;6;6;5;5;6;3;0;5;5;5;3;5;5;5;6;6;6;6;4;2;6;6;6;3;5;5;5;5;5;4;4;5;6;5;5;5;3;5;5;6;6;6;6;5;5;6;6;6;5;3;6;5;5;6;5;3;6;5;5;5;4;4;4;4;4;4;6;6;6;5;6;6;4;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;5;3;3;5;6;6;6;6;6;6;5;5;5;5;4;6;5;4;5;6;6;6;3;5;5;5;5;4;5;4;4;6;5;2;5;5;6;5;5;6;6;5;5;5;5;5;5;5;6;6;5;5;5;5;5;5;5;5;5
BOTRDOT;5;5;5;6;6;6;6;5;5;6;5;5;0;1;5;5;5;5;5;6;6;6;6;5;5;6;6;6;5;5;5;5;5;5;5;5;5;6;4;5;4;5;5;5;6;6;6;6;5;2;6;6;6;5;5;6;5;4;6;5;5;6;5;5;5;5;5;5;5;5;5;6;6;6;5;6;6;5;6;5;4;4;4;4;5;5;5;5;5;5;5;5;5;6;6;5;5;5;4;6;6;6;6;6;6;4;5;5;2;5;6;5;5;4;6;6;6;5;4;4;4;5;5;5;5;5;6;5;5;4;5;6;5;4;6;6;4;4;5;5;5;5;5;6;6;5;5;5;5;5;4;4;5;5
BOTRSTE;5;5;5;6;6;6;6;5;5;6;5;5;1;0;5;5;5;5;5;6;6;6;6;5;5;6;6;6;5;5;5;5;5;5;5;5;5;6;4;5;4;5;5;5;6;6;6;6;5;2;6;6;6;5;5;6;5;4;6;5;5;6;5;5;5;5;5;5;5;5;5;6;6;6;5;6;6;5;6;5;4;4;4;4;5;5;5;5;5;5;5;5;5;6;6;5;5;5;4;6;6;6;6;6;6;4;5;5;2;5;6;5;5;4;6;6;6;5;4;4;4;5;5;5;5;5;6;5;5;4;5;6;5;4;6;6;4;4;5;5;5;5;5;6;6;5;5;5;5;5;4;4;5;5
CALIPIN;5;5;5;6;6;6;6;5;5;6;5;5;5;5;0;5;5;5;5;6;6;6;6;5;5;6;6;6;5;5;5;5;5;5;5;5;5;6;5;5;5;5;5;5;6;6;6;6;5;5;6;6;6;5;5;6;5;5;6;5;5;6;5;5;5;5;5;5;5;5;5;6;6;6;5;6;6;5;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;5;5;5;5;6;6;6;6;6;6;5;5;5;5;5;6;5;5;5;6;6;6;5;5;5;5;5;5;5;5;5;6;5;5;5;5;6;5;5;6;6;5;5;5;5;5;5;5;6;6;5;5;5;5;5;5;5;5;5
CENAFER;5;5;5;6;6;6;6;5;5;6;3;3;5;5;5;0;5;5;5;6;6;6;6;4;3;6;6;6;2;5;5;5;5;5;4;4;5;6;5;5;5;3;5;5;6;6;6;6;5;5;6;6;6;5;3;6;5;5;6;5;3;6;5;5;5;4;4;4;4;4;4;6;6;6;5;6;6;4;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;5;3;3;5;6;6;6;6;6;6;5;5;5;5;4;6;5;4;5;6;6;6;3;5;5;5;5;4;5;4;4;6;5;3;5;5;6;5;5;6;6;5;5;5;5;5;5;5;6;6;5;5;5;5;5;5;5;5;5
CERAIPS;4;4;4;6;6;6;6;4;4;6;5;5;5;5;5;5;0;1;1;6;6;6;6;5;5;6;6;6;5;4;5;4;4;4;5;5;4;6;5;4;5;5;4;4;6;6;6;6;4;5;6;6;6;4;5;6;4;5;6;4;5;6;4;4;4;5;5;5;5;5;5;6;6;6;4;6;6;5;6;4;5;5;5;5;4;4;4;4;4;4;4;4;4;6;6;4;5;5;5;6;6;6;6;6;6;5;4;4;5;5;6;4;5;5;6;6;6;5;5;5;5;5;5;4;5;5;6;4;5;5;4;6;5;5;6;6;5;5;5;5;5;5;4;6;6;4;4;4;4;4;5;5;4;4
CERAMIN;4;4;4;6;6;6;6;4;4;6;5;5;5;5;5;5;1;0;1;6;6;6;6;5;5;6;6;6;5;4;5;4;4;4;5;5;4;6;5;4;5;5;4;4;6;6;6;6;4;5;6;6;6;4;5;6;4;5;6;4;5;6;4;4;4;5;5;5;5;5;5;6;6;6;4;6;6;5;6;4;5;5;5;5;4;4;4;4;4;4;4;4;4;6;6;4;5;5;5;6;6;6;6;6;6;5;4;4;5;5;6;4;5;5;6;6;6;5;5;5;5;5;5;4;5;5;6;4;5;5;4;6;5;5;6;6;5;5;5;5;5;5;4;6;6;4;4;4;4;4;5;5;4;4
CERAPLA;4;4;4;6;6;6;6;4;4;6;5;5;5;5;5;5;1;1;0;6;6;6;6;5;5;6;6;6;5;4;5;4;4;4;5;5;4;6;5;4;5;5;4;4;6;6;6;6;4;5;6;6;6;4;5;6;4;5;6;4;5;6;4;4;4;5;5;5;5;5;5;6;6;6;4;6;6;5;6;4;5;5;5;5;4;4;4;4;4;4;4;4;4;6;6;4;5;5;5;6;6;6;6;6;6;5;4;4;5;5;6;4;5;5;6;6;6;5;5;5;5;5;5;4;5;5;6;4;5;5;4;6;5;5;6;6;5;5;5;5;5;5;4;6;6;4;4;4;4;4;5;5;4;4
CHONPUR;6;6;6;3;3;3;3;6;6;4;6;6;6;6;6;6;6;6;6;0;5;5;5;6;6;5;5;5;6;6;6;6;6;6;6;6;6;4;6;6;6;6;6;6;3;4;4;4;6;6;4;4;4;6;6;3;6;6;4;6;6;4;6;6;6;6;6;6;6;6;6;5;5;5;6;5;4;6;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;3;4;6;6;6;6;4;4;4;4;4;4;6;6;6;6;6;3;6;6;6;4;4;5;6;6;6;6;6;6;6;6;6;3;6;6;6;6;4;6;6;4;4;6;6;6;6;6;6;6;4;4;6;6;6;6;6;6;6;6;6
CHRYABI;6;6;6;5;5;5;5;6;6;5;6;6;6;6;6;6;6;6;6;5;0;1;2;6;6;3;3;3;6;6;6;6;6;6;6;6;6;5;0;6;6;6;6;6;5;5;5;5;6;6;5;5;5;6;6;5;6;6;5;6;6;5;6;6;6;6;6;6;6;6;6;3;3;3;6;3;5;6;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;5;5;6;6;6;6;5;5;5;5;5;5;6;6;6;6;6;5;6;6;6;5;5;3;6;6;6;6;6;6;6;6;6;5;6;6;6;6;5;6;6;5;5;6;6;6;6;6;6;6;5;5;6;6;6;6;6;6;6;6;6
